"","i","j","path1","path2","overlap","union","jaccard","Cluster"
"416",3,15,"mmu05012:Parkinson disease","R-MMU-9755511~KEAP1-NFE2L2 pathway",5,24,0.208333333333333,"Cluster_12"
"417",4,5,"mmu00190:Oxidative phosphorylation","mmu05208:Chemical carcinogenesis - reactive oxygen species",12,20,0.6,"Cluster_12"
"418",4,6,"mmu00190:Oxidative phosphorylation","mmu05014:Amyotrophic lateral sclerosis",12,24,0.5,"Cluster_12"
"419",4,7,"mmu00190:Oxidative phosphorylation","R-MMU-168249~Innate Immune System",2,44,0.0454545454545455,"Cluster_12"
"420",4,10,"mmu00190:Oxidative phosphorylation","R-MMU-8953897~Cellular responses to stimuli",6,31,0.193548387096774,"Cluster_12"
"421",4,14,"mmu00190:Oxidative phosphorylation","mmu05323:Rheumatoid arthritis",2,21,0.0952380952380952,"Cluster_12"
"422",5,6,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu05014:Amyotrophic lateral sclerosis",12,24,0.5,"Cluster_12"
"423",5,7,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-168249~Innate Immune System",3,43,0.0697674418604651,"Cluster_12"
"424",5,8,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-9020702~Interleukin-1 signaling",1,24,0.0416666666666667,"Cluster_12"
"425",5,10,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-8953897~Cellular responses to stimuli",7,30,0.233333333333333,"Cluster_12"
"426",5,11,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu04668:TNF signaling pathway",3,24,0.125,"Cluster_12"
"427",5,12,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-9020702~Interleukin-1 signaling",1,24,0.0416666666666667,"Cluster_12"
"428",5,13,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu04657:IL-17 signaling pathway",3,21,0.142857142857143,"Cluster_12"
"429",5,14,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu05323:Rheumatoid arthritis",2,21,0.0952380952380952,"Cluster_12"
"430",5,16,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu04657:IL-17 signaling pathway",3,21,0.142857142857143,"Cluster_12"
"431",6,7,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-168249~Innate Immune System",4,46,0.0869565217391304,"Cluster_12"
"432",6,8,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-9020702~Interleukin-1 signaling",4,25,0.16,"Cluster_12"
"433",6,9,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-9755511~KEAP1-NFE2L2 pathway",4,23,0.173913043478261,"Cluster_12"
"434",6,10,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-8953897~Cellular responses to stimuli",10,31,0.32258064516129,"Cluster_12"
"435",6,12,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-9020702~Interleukin-1 signaling",4,25,0.16,"Cluster_12"
"436",6,15,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-9755511~KEAP1-NFE2L2 pathway",4,23,0.173913043478261,"Cluster_12"
"437",7,8,"R-MMU-168249~Innate Immune System","R-MMU-9020702~Interleukin-1 signaling",8,31,0.258064516129032,"Cluster_12"
"438",7,9,"R-MMU-168249~Innate Immune System","R-MMU-9755511~KEAP1-NFE2L2 pathway",5,32,0.15625,"Cluster_12"
"439",7,10,"R-MMU-168249~Innate Immune System","R-MMU-8953897~Cellular responses to stimuli",12,39,0.307692307692308,"Cluster_12"
"440",7,11,"R-MMU-168249~Innate Immune System","mmu04668:TNF signaling pathway",5,36,0.138888888888889,"Cluster_12"
"441",7,12,"R-MMU-168249~Innate Immune System","R-MMU-9020702~Interleukin-1 signaling",8,31,0.258064516129032,"Cluster_12"
"442",7,13,"R-MMU-168249~Innate Immune System","mmu04657:IL-17 signaling pathway",4,34,0.117647058823529,"Cluster_12"
"443",7,14,"R-MMU-168249~Innate Immune System","mmu05323:Rheumatoid arthritis",5,32,0.15625,"Cluster_12"
"444",7,15,"R-MMU-168249~Innate Immune System","R-MMU-9755511~KEAP1-NFE2L2 pathway",5,32,0.15625,"Cluster_12"
"445",7,16,"R-MMU-168249~Innate Immune System","mmu04657:IL-17 signaling pathway",4,34,0.117647058823529,"Cluster_12"
"446",8,9,"R-MMU-9020702~Interleukin-1 signaling","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,10,0.6,"Cluster_12"
"447",8,10,"R-MMU-9020702~Interleukin-1 signaling","R-MMU-8953897~Cellular responses to stimuli",7,23,0.304347826086957,"Cluster_12"
"448",8,11,"R-MMU-9020702~Interleukin-1 signaling","mmu04668:TNF signaling pathway",1,19,0.0526315789473684,"Cluster_12"
"449",8,12,"R-MMU-9020702~Interleukin-1 signaling","R-MMU-9020702~Interleukin-1 signaling",9,9,1,"Cluster_12"
"450",8,13,"R-MMU-9020702~Interleukin-1 signaling","mmu04657:IL-17 signaling pathway",1,16,0.0625,"Cluster_12"
"451",8,15,"R-MMU-9020702~Interleukin-1 signaling","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,10,0.6,"Cluster_12"
"452",8,16,"R-MMU-9020702~Interleukin-1 signaling","mmu04657:IL-17 signaling pathway",1,16,0.0625,"Cluster_12"
"453",9,10,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-8953897~Cellular responses to stimuli",7,21,0.333333333333333,"Cluster_12"
"454",9,12,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-9020702~Interleukin-1 signaling",6,10,0.6,"Cluster_12"
"455",9,15,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-9755511~KEAP1-NFE2L2 pathway",7,7,1,"Cluster_12"
"456",10,11,"R-MMU-8953897~Cellular responses to stimuli","mmu04668:TNF signaling pathway",3,29,0.103448275862069,"Cluster_12"
"457",10,12,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-9020702~Interleukin-1 signaling",7,23,0.304347826086957,"Cluster_12"
"458",10,13,"R-MMU-8953897~Cellular responses to stimuli","mmu04657:IL-17 signaling pathway",3,26,0.115384615384615,"Cluster_12"
"459",10,14,"R-MMU-8953897~Cellular responses to stimuli","mmu05323:Rheumatoid arthritis",4,24,0.166666666666667,"Cluster_12"
"460",10,15,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-9755511~KEAP1-NFE2L2 pathway",7,21,0.333333333333333,"Cluster_12"
"461",10,16,"R-MMU-8953897~Cellular responses to stimuli","mmu04657:IL-17 signaling pathway",3,26,0.115384615384615,"Cluster_12"
"462",11,12,"mmu04668:TNF signaling pathway","R-MMU-9020702~Interleukin-1 signaling",1,19,0.0526315789473684,"Cluster_12"
"463",11,13,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",7,12,0.583333333333333,"Cluster_12"
"464",11,14,"mmu04668:TNF signaling pathway","mmu05323:Rheumatoid arthritis",5,13,0.384615384615385,"Cluster_12"
"465",11,16,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",7,12,0.583333333333333,"Cluster_12"
"466",12,13,"R-MMU-9020702~Interleukin-1 signaling","mmu04657:IL-17 signaling pathway",1,16,0.0625,"Cluster_12"
"467",12,15,"R-MMU-9020702~Interleukin-1 signaling","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,10,0.6,"Cluster_12"
"468",12,16,"R-MMU-9020702~Interleukin-1 signaling","mmu04657:IL-17 signaling pathway",1,16,0.0625,"Cluster_12"
"469",13,14,"mmu04657:IL-17 signaling pathway","mmu05323:Rheumatoid arthritis",5,10,0.5,"Cluster_12"
"470",13,16,"mmu04657:IL-17 signaling pathway","mmu04657:IL-17 signaling pathway",8,8,1,"Cluster_12"
"471",14,16,"mmu05323:Rheumatoid arthritis","mmu04657:IL-17 signaling pathway",5,10,0.5,"Cluster_12"
"472",1,3,"R-MMU-8953897~Cellular responses to stimuli","mmu05206:MicroRNAs in cancer",3,31,0.0967741935483871,"Cluster_2"
"473",1,4,"R-MMU-8953897~Cellular responses to stimuli","mmu05200:Pathways in cancer",6,31,0.193548387096774,"Cluster_2"
"474",1,7,"R-MMU-8953897~Cellular responses to stimuli","mmu05205:Proteoglycans in cancer",2,29,0.0689655172413793,"Cluster_2"
"475",1,8,"R-MMU-8953897~Cellular responses to stimuli","mmu04510:Focal adhesion",1,29,0.0344827586206897,"Cluster_2"
"476",1,9,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",3,35,0.0857142857142857,"Cluster_2"
"477",1,10,"R-MMU-8953897~Cellular responses to stimuli","mmu04151:PI3K-Akt signaling pathway",2,31,0.0645161290322581,"Cluster_2"
"478",2,5,"mmu00010:Glycolysis / Gluconeogenesis","mmu05230:Central carbon metabolism in cancer",3,11,0.272727272727273,"Cluster_2"
"479",3,4,"mmu05206:MicroRNAs in cancer","mmu05200:Pathways in cancer",9,22,0.409090909090909,"Cluster_2"
"480",3,5,"mmu05206:MicroRNAs in cancer","mmu05230:Central carbon metabolism in cancer",1,19,0.0526315789473684,"Cluster_2"
"481",3,6,"mmu05206:MicroRNAs in cancer","mmu01521:EGFR tyrosine kinase inhibitor resistance",5,17,0.294117647058824,"Cluster_2"
"482",3,7,"mmu05206:MicroRNAs in cancer","mmu05205:Proteoglycans in cancer",6,19,0.315789473684211,"Cluster_2"
"483",3,8,"mmu05206:MicroRNAs in cancer","mmu04510:Focal adhesion",4,20,0.2,"Cluster_2"
"484",3,9,"mmu05206:MicroRNAs in cancer","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",4,28,0.142857142857143,"Cluster_2"
"485",3,10,"mmu05206:MicroRNAs in cancer","mmu04151:PI3K-Akt signaling pathway",4,23,0.173913043478261,"Cluster_2"
"486",4,5,"mmu05200:Pathways in cancer","mmu05230:Central carbon metabolism in cancer",3,20,0.15,"Cluster_2"
"487",4,6,"mmu05200:Pathways in cancer","mmu01521:EGFR tyrosine kinase inhibitor resistance",6,19,0.315789473684211,"Cluster_2"
"488",4,7,"mmu05200:Pathways in cancer","mmu05205:Proteoglycans in cancer",7,21,0.333333333333333,"Cluster_2"
"489",4,8,"mmu05200:Pathways in cancer","mmu04510:Focal adhesion",5,22,0.227272727272727,"Cluster_2"
"490",4,9,"mmu05200:Pathways in cancer","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",6,29,0.206896551724138,"Cluster_2"
"491",4,10,"mmu05200:Pathways in cancer","mmu04151:PI3K-Akt signaling pathway",7,23,0.304347826086957,"Cluster_2"
"492",5,6,"mmu05230:Central carbon metabolism in cancer","mmu01521:EGFR tyrosine kinase inhibitor resistance",1,13,0.0769230769230769,"Cluster_2"
"493",5,7,"mmu05230:Central carbon metabolism in cancer","mmu05205:Proteoglycans in cancer",1,16,0.0625,"Cluster_2"
"494",5,8,"mmu05230:Central carbon metabolism in cancer","mmu04510:Focal adhesion",1,15,0.0666666666666667,"Cluster_2"
"495",5,9,"mmu05230:Central carbon metabolism in cancer","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",2,22,0.0909090909090909,"Cluster_2"
"496",5,10,"mmu05230:Central carbon metabolism in cancer","mmu04151:PI3K-Akt signaling pathway",2,17,0.117647058823529,"Cluster_2"
"497",6,7,"mmu01521:EGFR tyrosine kinase inhibitor resistance","mmu05205:Proteoglycans in cancer",5,14,0.357142857142857,"Cluster_2"
"498",6,8,"mmu01521:EGFR tyrosine kinase inhibitor resistance","mmu04510:Focal adhesion",6,12,0.5,"Cluster_2"
"499",6,9,"mmu01521:EGFR tyrosine kinase inhibitor resistance","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",6,20,0.3,"Cluster_2"
"500",6,10,"mmu01521:EGFR tyrosine kinase inhibitor resistance","mmu04151:PI3K-Akt signaling pathway",6,15,0.4,"Cluster_2"
"501",7,8,"mmu05205:Proteoglycans in cancer","mmu04510:Focal adhesion",6,15,0.4,"Cluster_2"
"502",7,9,"mmu05205:Proteoglycans in cancer","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",7,22,0.318181818181818,"Cluster_2"
"503",7,10,"mmu05205:Proteoglycans in cancer","mmu04151:PI3K-Akt signaling pathway",6,18,0.333333333333333,"Cluster_2"
"504",8,9,"mmu04510:Focal adhesion","R-MMU-9006934~Signaling by Receptor Tyrosine Kinases",8,20,0.4,"Cluster_2"
"505",8,10,"mmu04510:Focal adhesion","mmu04151:PI3K-Akt signaling pathway",7,16,0.4375,"Cluster_2"
"506",9,10,"R-MMU-9006934~Signaling by Receptor Tyrosine Kinases","mmu04151:PI3K-Akt signaling pathway",10,21,0.476190476190476,"Cluster_2"
"507",2,3,"R-MMU-168249~Innate Immune System","mmu00010:Glycolysis / Gluconeogenesis",4,32,0.125,"Cluster_3"
"508",1,2,"R-MMU-1640170~Cell Cycle","mmu03030:DNA replication",12,56,0.214285714285714,"Cluster_4"
"509",1,3,"R-MMU-1640170~Cell Cycle","mmu04110:Cell cycle",15,57,0.263157894736842,"Cluster_4"
"510",1,4,"R-MMU-1640170~Cell Cycle","R-MMU-3700989~Transcriptional Regulation by TP53",11,62,0.17741935483871,"Cluster_4"
"511",1,5,"R-MMU-1640170~Cell Cycle","R-MMU-74160~Gene expression (Transcription)",17,73,0.232876712328767,"Cluster_4"
"512",1,6,"R-MMU-1640170~Cell Cycle","R-MMU-8953897~Cellular responses to stimuli",10,70,0.142857142857143,"Cluster_4"
"513",1,7,"R-MMU-1640170~Cell Cycle","mmu05014:Amyotrophic lateral sclerosis",6,65,0.0923076923076923,"Cluster_4"
"514",1,8,"R-MMU-1640170~Cell Cycle","mmu05012:Parkinson disease",5,62,0.0806451612903226,"Cluster_4"
"515",1,9,"R-MMU-1640170~Cell Cycle","mmu04814:Motor proteins",5,61,0.0819672131147541,"Cluster_4"
"516",1,10,"R-MMU-1640170~Cell Cycle","mmu05203:Viral carcinogenesis",4,65,0.0615384615384615,"Cluster_4"
"517",1,11,"R-MMU-1640170~Cell Cycle","mmu04933:AGE-RAGE signaling pathway in diabetic complications",1,63,0.0158730158730159,"Cluster_4"
"518",1,12,"R-MMU-1640170~Cell Cycle","mmu05418:Fluid shear stress and atherosclerosis",2,63,0.0317460317460317,"Cluster_4"
"519",1,14,"R-MMU-1640170~Cell Cycle","mmu05200:Pathways in cancer",6,66,0.0909090909090909,"Cluster_4"
"520",1,15,"R-MMU-1640170~Cell Cycle","mmu05206:MicroRNAs in cancer",3,64,0.046875,"Cluster_4"
"521",1,16,"R-MMU-1640170~Cell Cycle","mmu04657:IL-17 signaling pathway",1,61,0.0163934426229508,"Cluster_4"
"522",1,19,"R-MMU-1640170~Cell Cycle","mmu04510:Focal adhesion",1,64,0.015625,"Cluster_4"
"523",2,3,"mmu03030:DNA replication","mmu04110:Cell cycle",5,23,0.217391304347826,"Cluster_4"
"524",2,4,"mmu03030:DNA replication","R-MMU-3700989~Transcriptional Regulation by TP53",3,26,0.115384615384615,"Cluster_4"
"525",2,5,"mmu03030:DNA replication","R-MMU-74160~Gene expression (Transcription)",3,43,0.0697674418604651,"Cluster_4"
"526",3,4,"mmu04110:Cell cycle","R-MMU-3700989~Transcriptional Regulation by TP53",5,28,0.178571428571429,"Cluster_4"
"527",3,5,"mmu04110:Cell cycle","R-MMU-74160~Gene expression (Transcription)",6,44,0.136363636363636,"Cluster_4"
"528",3,6,"mmu04110:Cell cycle","R-MMU-8953897~Cellular responses to stimuli",2,38,0.0526315789473684,"Cluster_4"
"529",3,7,"mmu04110:Cell cycle","mmu05014:Amyotrophic lateral sclerosis",1,30,0.0333333333333333,"Cluster_4"
"530",3,8,"mmu04110:Cell cycle","mmu05012:Parkinson disease",1,26,0.0384615384615385,"Cluster_4"
"531",3,10,"mmu04110:Cell cycle","mmu05203:Viral carcinogenesis",4,25,0.16,"Cluster_4"
"532",3,11,"mmu04110:Cell cycle","mmu04933:AGE-RAGE signaling pathway in diabetic complications",1,23,0.0434782608695652,"Cluster_4"
"533",3,12,"mmu04110:Cell cycle","mmu05418:Fluid shear stress and atherosclerosis",1,24,0.0416666666666667,"Cluster_4"
"534",3,14,"mmu04110:Cell cycle","mmu05200:Pathways in cancer",4,28,0.142857142857143,"Cluster_4"
"535",3,15,"mmu04110:Cell cycle","mmu05206:MicroRNAs in cancer",3,24,0.125,"Cluster_4"
"536",3,19,"mmu04110:Cell cycle","mmu04510:Focal adhesion",1,24,0.0416666666666667,"Cluster_4"
"537",4,5,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-74160~Gene expression (Transcription)",17,34,0.5,"Cluster_4"
"538",4,6,"R-MMU-3700989~Transcriptional Regulation by TP53","R-MMU-8953897~Cellular responses to stimuli",8,33,0.242424242424242,"Cluster_4"
"539",4,7,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05014:Amyotrophic lateral sclerosis",3,29,0.103448275862069,"Cluster_4"
"540",4,8,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05012:Parkinson disease",4,24,0.166666666666667,"Cluster_4"
"541",4,10,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05203:Viral carcinogenesis",3,27,0.111111111111111,"Cluster_4"
"542",4,12,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05418:Fluid shear stress and atherosclerosis",2,24,0.0833333333333333,"Cluster_4"
"543",4,14,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05200:Pathways in cancer",3,30,0.1,"Cluster_4"
"544",4,15,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05206:MicroRNAs in cancer",1,27,0.037037037037037,"Cluster_4"
"545",5,6,"R-MMU-74160~Gene expression (Transcription)","R-MMU-8953897~Cellular responses to stimuli",11,47,0.234042553191489,"Cluster_4"
"546",5,7,"R-MMU-74160~Gene expression (Transcription)","mmu05014:Amyotrophic lateral sclerosis",7,42,0.166666666666667,"Cluster_4"
"547",5,8,"R-MMU-74160~Gene expression (Transcription)","mmu05012:Parkinson disease",4,41,0.0975609756097561,"Cluster_4"
"548",5,9,"R-MMU-74160~Gene expression (Transcription)","mmu04814:Motor proteins",1,43,0.0232558139534884,"Cluster_4"
"549",5,10,"R-MMU-74160~Gene expression (Transcription)","mmu05203:Viral carcinogenesis",4,43,0.0930232558139535,"Cluster_4"
"550",5,11,"R-MMU-74160~Gene expression (Transcription)","mmu04933:AGE-RAGE signaling pathway in diabetic complications",1,41,0.024390243902439,"Cluster_4"
"551",5,12,"R-MMU-74160~Gene expression (Transcription)","mmu05418:Fluid shear stress and atherosclerosis",3,40,0.075,"Cluster_4"
"552",5,14,"R-MMU-74160~Gene expression (Transcription)","mmu05200:Pathways in cancer",4,46,0.0869565217391304,"Cluster_4"
"553",5,15,"R-MMU-74160~Gene expression (Transcription)","mmu05206:MicroRNAs in cancer",4,41,0.0975609756097561,"Cluster_4"
"554",5,17,"R-MMU-74160~Gene expression (Transcription)","mmu05135:Yersinia infection",1,40,0.025,"Cluster_4"
"555",5,18,"R-MMU-74160~Gene expression (Transcription)","mmu05135:Yersinia infection",1,40,0.025,"Cluster_4"
"556",5,19,"R-MMU-74160~Gene expression (Transcription)","mmu04510:Focal adhesion",2,41,0.0487804878048781,"Cluster_4"
"557",6,7,"R-MMU-8953897~Cellular responses to stimuli","mmu05014:Amyotrophic lateral sclerosis",7,32,0.21875,"Cluster_4"
"558",6,8,"R-MMU-8953897~Cellular responses to stimuli","mmu05012:Parkinson disease",7,28,0.25,"Cluster_4"
"559",6,9,"R-MMU-8953897~Cellular responses to stimuli","mmu04814:Motor proteins",3,31,0.0967741935483871,"Cluster_4"
"560",6,10,"R-MMU-8953897~Cellular responses to stimuli","mmu05203:Viral carcinogenesis",5,32,0.15625,"Cluster_4"
"561",6,11,"R-MMU-8953897~Cellular responses to stimuli","mmu04933:AGE-RAGE signaling pathway in diabetic complications",2,30,0.0666666666666667,"Cluster_4"
"562",6,12,"R-MMU-8953897~Cellular responses to stimuli","mmu05418:Fluid shear stress and atherosclerosis",5,28,0.178571428571429,"Cluster_4"
"563",6,13,"R-MMU-8953897~Cellular responses to stimuli","mmu04668:TNF signaling pathway",3,29,0.103448275862069,"Cluster_4"
"564",6,14,"R-MMU-8953897~Cellular responses to stimuli","mmu05200:Pathways in cancer",7,33,0.212121212121212,"Cluster_4"
"565",6,15,"R-MMU-8953897~Cellular responses to stimuli","mmu05206:MicroRNAs in cancer",5,30,0.166666666666667,"Cluster_4"
"566",6,16,"R-MMU-8953897~Cellular responses to stimuli","mmu04657:IL-17 signaling pathway",4,26,0.153846153846154,"Cluster_4"
"567",6,17,"R-MMU-8953897~Cellular responses to stimuli","mmu05135:Yersinia infection",4,27,0.148148148148148,"Cluster_4"
"568",6,18,"R-MMU-8953897~Cellular responses to stimuli","mmu05135:Yersinia infection",4,27,0.148148148148148,"Cluster_4"
"569",6,19,"R-MMU-8953897~Cellular responses to stimuli","mmu04510:Focal adhesion",2,31,0.0645161290322581,"Cluster_4"
"570",7,8,"mmu05014:Amyotrophic lateral sclerosis","mmu05012:Parkinson disease",9,17,0.529411764705882,"Cluster_4"
"571",7,9,"mmu05014:Amyotrophic lateral sclerosis","mmu04814:Motor proteins",5,20,0.25,"Cluster_4"
"572",7,10,"mmu05014:Amyotrophic lateral sclerosis","mmu05203:Viral carcinogenesis",2,26,0.0769230769230769,"Cluster_4"
"573",7,11,"mmu05014:Amyotrophic lateral sclerosis","mmu04933:AGE-RAGE signaling pathway in diabetic complications",1,22,0.0454545454545455,"Cluster_4"
"574",7,12,"mmu05014:Amyotrophic lateral sclerosis","mmu05418:Fluid shear stress and atherosclerosis",2,22,0.0909090909090909,"Cluster_4"
"575",7,13,"mmu05014:Amyotrophic lateral sclerosis","mmu04668:TNF signaling pathway",1,22,0.0454545454545455,"Cluster_4"
"576",7,14,"mmu05014:Amyotrophic lateral sclerosis","mmu05200:Pathways in cancer",2,29,0.0689655172413793,"Cluster_4"
"577",7,15,"mmu05014:Amyotrophic lateral sclerosis","mmu05206:MicroRNAs in cancer",2,24,0.0833333333333333,"Cluster_4"
"578",7,16,"mmu05014:Amyotrophic lateral sclerosis","mmu04657:IL-17 signaling pathway",1,20,0.05,"Cluster_4"
"579",7,17,"mmu05014:Amyotrophic lateral sclerosis","mmu05135:Yersinia infection",1,21,0.0476190476190476,"Cluster_4"
"580",7,18,"mmu05014:Amyotrophic lateral sclerosis","mmu05135:Yersinia infection",1,21,0.0476190476190476,"Cluster_4"
"581",7,19,"mmu05014:Amyotrophic lateral sclerosis","mmu04510:Focal adhesion",1,23,0.0434782608695652,"Cluster_4"
"582",8,9,"mmu05012:Parkinson disease","mmu04814:Motor proteins",4,17,0.235294117647059,"Cluster_4"
"583",8,10,"mmu05012:Parkinson disease","mmu05203:Viral carcinogenesis",2,22,0.0909090909090909,"Cluster_4"
"584",8,11,"mmu05012:Parkinson disease","mmu04933:AGE-RAGE signaling pathway in diabetic complications",1,18,0.0555555555555556,"Cluster_4"
"585",8,12,"mmu05012:Parkinson disease","mmu05418:Fluid shear stress and atherosclerosis",2,18,0.111111111111111,"Cluster_4"
"586",8,13,"mmu05012:Parkinson disease","mmu04668:TNF signaling pathway",1,18,0.0555555555555556,"Cluster_4"
"587",8,14,"mmu05012:Parkinson disease","mmu05200:Pathways in cancer",2,25,0.08,"Cluster_4"
"588",8,15,"mmu05012:Parkinson disease","mmu05206:MicroRNAs in cancer",2,20,0.1,"Cluster_4"
"589",8,16,"mmu05012:Parkinson disease","mmu04657:IL-17 signaling pathway",1,16,0.0625,"Cluster_4"
"590",9,12,"mmu04814:Motor proteins","mmu05418:Fluid shear stress and atherosclerosis",1,18,0.0555555555555556,"Cluster_4"
"591",9,14,"mmu04814:Motor proteins","mmu05200:Pathways in cancer",1,25,0.04,"Cluster_4"
"592",9,17,"mmu04814:Motor proteins","mmu05135:Yersinia infection",1,16,0.0625,"Cluster_4"
"593",9,18,"mmu04814:Motor proteins","mmu05135:Yersinia infection",1,16,0.0625,"Cluster_4"
"594",9,19,"mmu04814:Motor proteins","mmu04510:Focal adhesion",1,18,0.0555555555555556,"Cluster_4"
"595",10,11,"mmu05203:Viral carcinogenesis","mmu04933:AGE-RAGE signaling pathway in diabetic complications",4,17,0.235294117647059,"Cluster_4"
"596",10,12,"mmu05203:Viral carcinogenesis","mmu05418:Fluid shear stress and atherosclerosis",3,19,0.157894736842105,"Cluster_4"
"597",10,13,"mmu05203:Viral carcinogenesis","mmu04668:TNF signaling pathway",5,16,0.3125,"Cluster_4"
"598",10,14,"mmu05203:Viral carcinogenesis","mmu05200:Pathways in cancer",8,21,0.380952380952381,"Cluster_4"
"599",10,15,"mmu05203:Viral carcinogenesis","mmu05206:MicroRNAs in cancer",4,20,0.2,"Cluster_4"
"600",10,16,"mmu05203:Viral carcinogenesis","mmu04657:IL-17 signaling pathway",4,15,0.266666666666667,"Cluster_4"
"601",10,17,"mmu05203:Viral carcinogenesis","mmu05135:Yersinia infection",3,17,0.176470588235294,"Cluster_4"
"602",10,18,"mmu05203:Viral carcinogenesis","mmu05135:Yersinia infection",3,17,0.176470588235294,"Cluster_4"
"603",10,19,"mmu05203:Viral carcinogenesis","mmu04510:Focal adhesion",3,19,0.157894736842105,"Cluster_4"
"604",11,12,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05418:Fluid shear stress and atherosclerosis",4,13,0.307692307692308,"Cluster_4"
"605",11,13,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04668:TNF signaling pathway",5,11,0.454545454545455,"Cluster_4"
"606",11,14,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05200:Pathways in cancer",4,20,0.2,"Cluster_4"
"607",11,15,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05206:MicroRNAs in cancer",3,16,0.1875,"Cluster_4"
"608",11,16,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04657:IL-17 signaling pathway",4,10,0.4,"Cluster_4"
"609",11,17,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05135:Yersinia infection",3,12,0.25,"Cluster_4"
"610",11,18,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu05135:Yersinia infection",3,12,0.25,"Cluster_4"
"611",11,19,"mmu04933:AGE-RAGE signaling pathway in diabetic complications","mmu04510:Focal adhesion",4,13,0.307692307692308,"Cluster_4"
"612",12,13,"mmu05418:Fluid shear stress and atherosclerosis","mmu04668:TNF signaling pathway",4,13,0.307692307692308,"Cluster_4"
"613",12,14,"mmu05418:Fluid shear stress and atherosclerosis","mmu05200:Pathways in cancer",5,20,0.25,"Cluster_4"
"614",12,15,"mmu05418:Fluid shear stress and atherosclerosis","mmu05206:MicroRNAs in cancer",3,17,0.176470588235294,"Cluster_4"
"615",12,16,"mmu05418:Fluid shear stress and atherosclerosis","mmu04657:IL-17 signaling pathway",4,11,0.363636363636364,"Cluster_4"
"616",12,17,"mmu05418:Fluid shear stress and atherosclerosis","mmu05135:Yersinia infection",4,12,0.333333333333333,"Cluster_4"
"617",12,18,"mmu05418:Fluid shear stress and atherosclerosis","mmu05135:Yersinia infection",4,12,0.333333333333333,"Cluster_4"
"618",12,19,"mmu05418:Fluid shear stress and atherosclerosis","mmu04510:Focal adhesion",3,15,0.2,"Cluster_4"
"619",13,14,"mmu04668:TNF signaling pathway","mmu05200:Pathways in cancer",5,19,0.263157894736842,"Cluster_4"
"620",13,15,"mmu04668:TNF signaling pathway","mmu05206:MicroRNAs in cancer",2,17,0.117647058823529,"Cluster_4"
"621",13,16,"mmu04668:TNF signaling pathway","mmu04657:IL-17 signaling pathway",5,9,0.555555555555556,"Cluster_4"
"622",13,17,"mmu04668:TNF signaling pathway","mmu05135:Yersinia infection",4,11,0.363636363636364,"Cluster_4"
